Sample	gene	contig	perc_ID	perc_query_length	start	stop
ERR3480416	ISEc24_IS3_IS51	4	80.97	99.10569106	31094	32309
ERR3480431	oqxa	4	99.4	100	42126	43301
ERR3480431	IS1351_IS3_IS407	4	91.47	100	34153	32960
ERR3480431	oqxa	4	99.4	100	42126	43301
ERR3480431	ISEcl10_IS3_IS407	4	92.96	100	34153	32960
ERR3480448	oqxa	3	99.4	100	424864	423689
ERR3480448	ISEam1_IS3_IS51	3	91.1	97.72357724	430785	429585
ERR3480448	oqxa	3	99.4	100	424864	423689
ERR3480448	ISEc14_IS3_IS51	3	97.17	94.64988198	430785	429583
ERR3480448	oqxa	3	99.4	100	424864	423689
ERR3480448	ISEc15_IS3_IS51	3	80.96	100.3252033	430785	429556
ERR3480448	oqxa	3	99.4	100	424864	423689
ERR3480448	ISEc24_IS3_IS51	3	80.97	99.10569106	430771	429556
ERR3480454	oqxa	2	99.4	100	37001	38176
ERR3480454	ISEam1_IS3_IS51	2	91.1	97.72357724	31080	32280
ERR3480454	oqxa	2	99.4	100	37001	38176
ERR3480454	ISEc14_IS3_IS51	2	97.17	94.64988198	31080	32282
ERR3480454	oqxa	2	99.4	100	37001	38176
ERR3480454	ISEc15_IS3_IS51	2	80.96	100.3252033	31080	32309
ERR3480454	oqxa	2	99.4	100	37001	38176
ERR3480454	ISEc24_IS3_IS51	2	80.97	99.10569106	31094	32309
ERR3480470	oqxa	3	99.4	100	424863	423688
ERR3480470	ISEam1_IS3_IS51	3	91.1	97.72357724	430784	429584
ERR3480470	oqxa	3	99.4	100	424863	423688
ERR3480470	ISEc14_IS3_IS51	3	97.17	94.64988198	430784	429582
ERR3480470	oqxa	3	99.4	100	424863	423688
ERR3480470	ISEc15_IS3_IS51	3	80.96	100.3252033	430784	429555
ERR3480470	oqxa	3	99.4	100	424863	423688
ERR3480470	ISEc24_IS3_IS51	3	80.97	99.10569106	430770	429555
ERR3480475	oqxa	3	99.4	100	424864	423689
ERR3480475	ISEam1_IS3_IS51	3	91.1	97.72357724	430785	429585
ERR3480475	oqxa	3	99.4	100	424864	423689
ERR3480475	ISEc14_IS3_IS51	3	97.17	94.64988198	430785	429583
ERR3480475	oqxa	3	99.4	100	424864	423689
ERR3480475	ISEc15_IS3_IS51	3	80.96	100.3252033	430785	429556
ERR3480475	oqxa	3	99.4	100	424864	423689
ERR3480475	ISEc24_IS3_IS51	3	80.97	99.10569106	430771	429556
ERR3480476	oqxa	3	99.4	100	424864	423689
ERR3480476	ISEam1_IS3_IS51	3	91.1	97.72357724	430785	429585
ERR3480476	oqxa	3	99.4	100	424864	423689
ERR3480476	ISEc14_IS3_IS51	3	97.17	94.64988198	430785	429583
ERR3480476	oqxa	3	99.4	100	424864	423689
ERR3480476	ISEc15_IS3_IS51	3	80.96	100.3252033	430785	429556
ERR3480476	oqxa	3	99.4	100	424864	423689
ERR3480476	ISEc24_IS3_IS51	3	80.97	99.10569106	430771	429556
ERR3480481	oqxa	4	99.49	100	39224	40399
ERR3480481	IS1351_IS3_IS407	4	92.29	100	32539	33744
ERR3480481	oqxa	4	99.49	100	39224	40399
ERR3480481	ISEcl10_IS3_IS407	4	94.61	100	32539	33744
ERR3480483	oqxa	3	99.4	100	37001	38176
ERR3480483	ISEam1_IS3_IS51	3	91.1	97.72357724	31080	32280
ERR3480483	oqxa	3	99.4	100	37001	38176
ERR3480483	ISEc14_IS3_IS51	3	97.17	94.64988198	31080	32282
ERR3480483	oqxa	3	99.4	100	37001	38176
ERR3480483	ISEc15_IS3_IS51	3	80.96	100.3252033	31080	32309
ERR3480483	oqxa	3	99.4	100	37001	38176
ERR3480483	ISEc24_IS3_IS51	3	80.97	99.10569106	31094	32309
ERR3480485	oqxa	3	99.4	100	37001	38176
ERR3480485	ISEam1_IS3_IS51	3	91.1	97.72357724	31080	32280
ERR3480485	oqxa	3	99.4	100	37001	38176
ERR3480485	ISEc14_IS3_IS51	3	97.17	94.64988198	31080	32282
ERR3480485	oqxa	3	99.4	100	37001	38176
ERR3480485	ISEc15_IS3_IS51	3	80.96	100.3252033	31080	32309
ERR3480485	oqxa	3	99.4	100	37001	38176
ERR3480485	ISEc24_IS3_IS51	3	80.97	99.10569106	31094	32309
ERR3480490	oqxa	3	99.4	100	37001	38176
ERR3480490	ISEam1_IS3_IS51	3	91.1	97.72357724	31080	32280
ERR3480490	oqxa	3	99.4	100	37001	38176
ERR3480490	ISEc14_IS3_IS51	3	97.17	94.64988198	31080	32282
ERR3480490	oqxa	3	99.4	100	37001	38176
ERR3480490	ISEc15_IS3_IS51	3	80.96	100.3252033	31080	32309
ERR3480490	oqxa	3	99.4	100	37001	38176
ERR3480490	ISEc24_IS3_IS51	3	80.97	99.10569106	31094	32309
ERR3480491	oqxa	2	99.4	100	424864	423689
ERR3480491	ISEam1_IS3_IS51	2	91.1	97.72357724	430785	429585
ERR3480491	oqxa	2	99.4	100	424864	423689
ERR3480491	ISEc14_IS3_IS51	2	97.17	94.64988198	430785	429583
ERR3480491	oqxa	2	99.4	100	424864	423689
ERR3480491	ISEc15_IS3_IS51	2	80.96	100.3252033	430785	429556
ERR3480491	oqxa	2	99.4	100	424864	423689
ERR3480491	ISEc24_IS3_IS51	2	80.97	99.10569106	430771	429556
ERR3480492	oqxa	3	99.4	100	37001	38176
ERR3480492	ISEam1_IS3_IS51	3	91.1	97.72357724	31080	32280
ERR3480492	oqxa	3	99.4	100	37001	38176
ERR3480492	ISEc14_IS3_IS51	3	97.17	94.64988198	31080	32282
ERR3480492	oqxa	3	99.4	100	37001	38176
ERR3480492	ISEc15_IS3_IS51	3	80.96	100.3252033	31080	32309
ERR3480492	oqxa	3	99.4	100	37001	38176
ERR3480492	ISEc24_IS3_IS51	3	80.97	99.10569106	31094	32309
ERR3480532	oqxa	2	99.4	100	384317	383142
ERR3480532	IS1351_IS3_IS407	2	92.29	100	391002	389797
ERR3480532	oqxa	2	99.4	100	384317	383142
ERR3480532	ISEcl10_IS3_IS407	2	94.61	100	391002	389797
ERR3480533	oqxa	3	99.4	100	37001	38176
ERR3480533	ISEam1_IS3_IS51	3	91.1	97.72357724	31080	32280
ERR3480533	oqxa	3	99.4	100	37001	38176
ERR3480533	ISEc14_IS3_IS51	3	97.17	94.64988198	31080	32282
ERR3480533	oqxa	3	99.4	100	37001	38176
ERR3480533	ISEc15_IS3_IS51	3	80.96	100.3252033	31080	32309
ERR3480533	oqxa	3	99.4	100	37001	38176
ERR3480533	ISEc24_IS3_IS51	3	80.97	99.10569106	31094	32309
ERR3480547	oqxa	3	99.4	100	37001	38176
ERR3480547	ISEam1_IS3_IS51	3	91.1	97.72357724	31080	32280
ERR3480547	oqxa	3	99.4	100	37001	38176
ERR3480547	ISEc14_IS3_IS51	3	97.17	94.64988198	31080	32282
ERR3480547	oqxa	3	99.4	100	37001	38176
ERR3480547	ISEc15_IS3_IS51	3	80.96	100.3252033	31080	32309
ERR3480547	oqxa	3	99.4	100	37001	38176
ERR3480547	ISEc24_IS3_IS51	3	80.97	99.10569106	31094	32309
ERR3480548	oqxa	3	99.4	100	37001	38176
ERR3480548	ISEam1_IS3_IS51	3	91.1	97.72357724	31080	32280
ERR3480548	oqxa	3	99.4	100	37001	38176
ERR3480548	ISEc14_IS3_IS51	3	97.17	94.64988198	31080	32282
ERR3480548	oqxa	3	99.4	100	37001	38176
ERR3480548	ISEc15_IS3_IS51	3	80.96	100.3252033	31080	32309
ERR3480548	oqxa	3	99.4	100	37001	38176
ERR3480548	ISEc24_IS3_IS51	3	80.97	99.10569106	31094	32309
ERR3480549	oqxa	3	99.4	100	37001	38176
ERR3480549	ISEam1_IS3_IS51	3	91.1	97.72357724	31080	32280
ERR3480549	oqxa	3	99.4	100	37001	38176
ERR3480549	ISEc14_IS3_IS51	3	97.17	94.64988198	31080	32282
ERR3480549	oqxa	3	99.4	100	37001	38176
ERR3480549	ISEc15_IS3_IS51	3	80.96	100.3252033	31080	32309
ERR3480549	oqxa	3	99.4	100	37001	38176
ERR3480549	ISEc24_IS3_IS51	3	80.97	99.10569106	31094	32309
ERR3480550	oqxa	3	99.4	100	424864	423689
ERR3480550	ISEam1_IS3_IS51	3	91.1	97.72357724	430785	429585
ERR3480550	oqxa	3	99.4	100	424864	423689
ERR3480550	ISEc14_IS3_IS51	3	97.17	94.64988198	430785	429583
ERR3480550	oqxa	3	99.4	100	424864	423689
ERR3480550	ISEc15_IS3_IS51	3	80.96	100.3252033	430785	429556
ERR3480550	oqxa	3	99.4	100	424864	423689
ERR3480550	ISEc24_IS3_IS51	3	80.97	99.10569106	430771	429556
ERR3480551	oqxa	4	99.23	100	42137	43312
ERR3480551	IS1351_IS3_IS407	4	92.29	100	34163	32957
ERR3480551	oqxa	4	99.23	100	42137	43312
ERR3480551	ISEcl10_IS3_IS407	4	93.87	100	34163	32957
ERR3480555	oqxa	4	99.4	100	42126	43301
ERR3480555	IS1351_IS3_IS407	4	91.47	100	34153	32960
ERR3480555	oqxa	4	99.4	100	42126	43301
ERR3480555	ISEcl10_IS3_IS407	4	92.96	100	34153	32960
ERR3480565	oqxa	3	99.4	100	37001	38176
ERR3480565	ISEam1_IS3_IS51	3	91.1	97.72357724	31080	32280
ERR3480565	oqxa	3	99.4	100	37001	38176
ERR3480565	ISEc14_IS3_IS51	3	97.17	94.64988198	31080	32282
ERR3480565	oqxa	3	99.4	100	37001	38176
ERR3480565	ISEc15_IS3_IS51	3	80.96	100.3252033	31080	32309
ERR3480565	oqxa	3	99.4	100	37001	38176
ERR3480565	ISEc24_IS3_IS51	3	80.97	99.10569106	31094	32309
ERR3480569	oqxa	4	99.4	100	424864	423689
ERR3480569	ISEam1_IS3_IS51	4	91.1	97.72357724	430785	429585
ERR3480569	oqxa	4	99.4	100	424864	423689
ERR3480569	ISEc14_IS3_IS51	4	97.17	94.64988198	430785	429583
ERR3480569	oqxa	4	99.4	100	424864	423689
ERR3480569	ISEc15_IS3_IS51	4	80.96	100.3252033	430785	429556
ERR3480569	oqxa	4	99.4	100	424864	423689
ERR3480569	ISEc24_IS3_IS51	4	80.97	99.10569106	430771	429556
ERR3480580	oqxa	3	96.34	100	700116	698941
ERR3480580	IS1400_IS3_IS407	3	84.24	98.84009942	705870	707061
ERR3480581	oqxa	3	99.4	100	36986	38161
ERR3480581	ISEam1_IS3_IS51	3	91.1	97.72357724	31065	32265
ERR3480581	oqxa	3	99.4	100	36986	38161
ERR3480581	ISEc14_IS3_IS51	3	97.17	94.64988198	31065	32267
ERR3480581	oqxa	3	99.4	100	36986	38161
ERR3480581	ISEc15_IS3_IS51	3	80.96	100.3252033	31065	32294
ERR3480581	oqxa	3	99.4	100	36986	38161
ERR3480581	ISEc24_IS3_IS51	3	80.97	99.10569106	31079	32294
ERR3480584	oqxa	3	99.4	100	424864	423689
ERR3480584	ISEam1_IS3_IS51	3	91.1	97.72357724	430785	429585
ERR3480584	oqxa	3	99.4	100	424864	423689
ERR3480584	ISEc14_IS3_IS51	3	97.17	94.64988198	430785	429583
ERR3480584	oqxa	3	99.4	100	424864	423689
ERR3480584	ISEc15_IS3_IS51	3	80.96	100.3252033	430785	429556
ERR3480584	oqxa	3	99.4	100	424864	423689
ERR3480584	ISEc24_IS3_IS51	3	80.97	99.10569106	430771	429556
ERR3480588	oqxa	3	99.4	100	424889	423714
ERR3480588	ISEam1_IS3_IS51	3	91.1	97.72357724	430810	429610
ERR3480588	oqxa	3	99.4	100	424889	423714
ERR3480588	ISEc14_IS3_IS51	3	97.17	94.64988198	430810	429608
ERR3480588	oqxa	3	99.4	100	424889	423714
ERR3480588	ISEc15_IS3_IS51	3	80.96	100.3252033	430810	429581
ERR3480588	oqxa	3	99.4	100	424889	423714
ERR3480588	ISEc24_IS3_IS51	3	80.97	99.10569106	430796	429581
ERR3480598	oqxa	3	99.4	100	37001	38176
ERR3480598	ISEam1_IS3_IS51	3	91.1	97.72357724	31080	32280
ERR3480598	oqxa	3	99.4	100	37001	38176
ERR3480598	ISEc14_IS3_IS51	3	97.17	94.64988198	31080	32282
ERR3480598	oqxa	3	99.4	100	37001	38176
ERR3480598	ISEc15_IS3_IS51	3	80.96	100.3252033	31080	32309
ERR3480598	oqxa	3	99.4	100	37001	38176
ERR3480598	ISEc24_IS3_IS51	3	80.97	99.10569106	31094	32309
ERR3480601	oqxa	3	99.32	100	42141	43316
ERR3480601	IS1351_IS3_IS407	3	92.29	100	34167	32961
ERR3480601	oqxa	3	99.32	100	42141	43316
ERR3480601	ISEcl10_IS3_IS407	3	93.87	100	34167	32961
ERR3480621	oqxa	3	99.32	100	402639	401464
ERR3480621	IS1351_IS3_IS407	3	92.29	100	410613	411819
ERR3480621	oqxa	3	99.32	100	402639	401464
ERR3480621	ISEcl10_IS3_IS407	3	93.87	100	410613	411819
ERR3480626	oqxa	3	99.32	100	402639	401464
ERR3480626	IS1351_IS3_IS407	3	92.29	100	410613	411819
ERR3480626	oqxa	3	99.32	100	402639	401464
ERR3480626	ISEcl10_IS3_IS407	3	93.87	100	410613	411819
ERR3480630	oqxa	3	99.32	100	42141	43316
ERR3480630	IS1351_IS3_IS407	3	92.29	100	34167	32961
ERR3480630	oqxa	3	99.32	100	42141	43316
ERR3480630	ISEcl10_IS3_IS407	3	93.87	100	34167	32961
ERR3480638	oqxa	4	99.49	100	362674	361499
ERR3480638	IS1351_IS3_IS407	4	92.29	100	369359	368154
ERR3480638	oqxa	4	99.49	100	362674	361499
ERR3480638	ISEcl10_IS3_IS407	4	94.61	100	369359	368154
ERR3480641	oqxa	4	99.4	100	417884	416709
ERR3480641	IS1222_IS3_IS407	4	87.57	100.1638002	422599	421380
ERR3480641	oqxa	4	99.4	100	417884	416709
ERR3480641	ISEhe4_IS3_IS407	4	83.24	100.1638002	422599	421380
ERR3480641	oqxa	4	99.4	100	417884	416709
ERR3480641	ISKpn34_IS3_IS407	4	87.23	100.0819001	422599	421380
ERR3480641	oqxa	4	99.4	100	417884	416709
ERR3480641	ISRaq1_IS3_IS407	4	89.61	100.0819001	422599	421380
ERR3480641	oqxa	4	99.4	100	417884	416709
ERR3480641	ISSen4_IS3_IS407	4	89.43	100	422599	421380
ERR3480641	oqxa	4	99.4	100	417884	416709
ERR3480641	ISSpr2_IS3_IS407	4	87.65	100.1638002	422599	421380
ERR3480649	oqxa	1	99.49	100	39224	40399
ERR3480649	IS1351_IS3_IS407	1	92.29	100	32539	33744
ERR3480649	oqxa	1	99.49	100	39224	40399
ERR3480649	ISEcl10_IS3_IS407	1	94.61	100	32539	33744
ERR3480650	oqxa	1	99.49	100	39224	40399
ERR3480650	IS1351_IS3_IS407	1	92.29	100	32539	33744
ERR3480650	oqxa	1	99.49	100	39224	40399
ERR3480650	ISEcl10_IS3_IS407	1	94.61	100	32539	33744
ERR3480654	oqxa	1	99.49	100	712670	711495
ERR3480654	IS1351_IS3_IS407	1	92.29	100	719355	718150
ERR3480654	oqxa	1	99.49	100	712670	711495
ERR3480654	ISEcl10_IS3_IS407	1	94.61	100	719355	718150
ERR3480655	oqxa	1	99.49	100	712670	711495
ERR3480655	IS1351_IS3_IS407	1	92.29	100	719355	718150
ERR3480655	oqxa	1	99.49	100	712670	711495
ERR3480655	ISEcl10_IS3_IS407	1	94.61	100	719355	718150
ERR3480661	oqxa	1	99.49	100	712670	711495
ERR3480661	IS1351_IS3_IS407	1	92.29	100	719355	718150
ERR3480661	oqxa	1	99.49	100	712670	711495
ERR3480661	ISEcl10_IS3_IS407	1	94.61	100	719355	718150
ERR3480675	oqxa	3	99.4	100	424889	423714
ERR3480675	ISEam1_IS3_IS51	3	91.1	97.72357724	430810	429610
ERR3480675	oqxa	3	99.4	100	424889	423714
ERR3480675	ISEc14_IS3_IS51	3	97.17	94.64988198	430810	429608
ERR3480675	oqxa	3	99.4	100	424889	423714
ERR3480675	ISEc15_IS3_IS51	3	80.96	100.3252033	430810	429581
ERR3480675	oqxa	3	99.4	100	424889	423714
ERR3480675	ISEc24_IS3_IS51	3	80.97	99.10569106	430796	429581
ERR3844618	oqxa	3	99.4	100	403183	402008
ERR3844618	ISEam1_IS3_IS51	3	90.52	98.61788618	409104	407893
ERR3844618	oqxa	3	99.4	100	403183	402008
ERR3844618	ISEc14_IS3_IS51	3	96.09	98.58379229	409144	407893
ERR3844618	oqxa	3	99.4	100	403183	402008
ERR3844618	ISEc15_IS3_IS51	3	80.81	100.4065041	409104	407875
ERR3844618	oqxa	3	99.4	100	403183	402008
ERR3844618	ISEc24_IS3_IS51	3	81.01	99.3495935	409090	407875
ERR3844625	oqxa	3	99.32	100	402639	401464
ERR3844625	IS1351_IS3_IS407	3	92.29	100	410613	411819
ERR3844625	oqxa	3	99.32	100	402639	401464
ERR3844625	ISEcl10_IS3_IS407	3	93.87	100	410613	411819
ERR3844642	oqxa	5	99.49	100	32450	33625
ERR3844642	IS1351_IS3_IS407	5	92.29	100	25765	26970
ERR3844642	oqxa	5	99.49	100	32450	33625
ERR3844642	ISEcl10_IS3_IS407	5	94.61	100	25765	26970
ERR3844646	oqxa	5	99.49	100	32450	33625
ERR3844646	IS1351_IS3_IS407	5	92.29	100	25765	26970
ERR3844646	oqxa	5	99.49	100	32450	33625
ERR3844646	ISEcl10_IS3_IS407	5	94.61	100	25765	26970
ERR3844658	oqxa	5	99.49	100	346081	344906
ERR3844658	IS1351_IS3_IS407	5	92.29	100	352766	351561
ERR3844658	oqxa	5	99.49	100	346081	344906
ERR3844658	ISEcl10_IS3_IS407	5	94.61	100	352766	351561
ERR3844670	oqxa	4	99.4	100	37001	38176
ERR3844670	ISEam1_IS3_IS51	4	91.1	97.72357724	31080	32280
ERR3844670	oqxa	4	99.4	100	37001	38176
ERR3844670	ISEc14_IS3_IS51	4	97.17	94.64988198	31080	32282
ERR3844670	oqxa	4	99.4	100	37001	38176
ERR3844670	ISEc15_IS3_IS51	4	80.96	100.3252033	31080	32309
ERR3844670	oqxa	4	99.4	100	37001	38176
ERR3844670	ISEc24_IS3_IS51	4	80.97	99.10569106	31094	32309
ERR3844678	oqxa	3	99.4	100	37001	38176
ERR3844678	ISEam1_IS3_IS51	3	91.1	97.72357724	31080	32280
ERR3844678	oqxa	3	99.4	100	37001	38176
ERR3844678	ISEc14_IS3_IS51	3	97.17	94.64988198	31080	32282
ERR3844678	oqxa	3	99.4	100	37001	38176
ERR3844678	ISEc15_IS3_IS51	3	80.96	100.3252033	31080	32309
ERR3844678	oqxa	3	99.4	100	37001	38176
ERR3844678	ISEc24_IS3_IS51	3	80.97	99.10569106	31094	32309
ERR3844682	oqxa	41	99.4	100	31545	30370
ERR3844682	IS1230B_IS3_IS3	41	95.8	101.2841091	35819	34561
ERR3844682	oqxa	41	99.4	100	31545	30370
ERR3844682	IS3_IS3_IS3	41	82.49	100.7949126	35819	34561
ERR3844682	oqxa	41	99.4	100	31545	30370
ERR3844682	IS3F_IS3_IS3	41	82.68	100.9538951	35819	34561
ERR3844682	oqxa	41	99.4	100	31545	30370
ERR3844682	IS3H_IS3_IS3	41	80.97	100.8723236	35819	34561
ERR3844682	oqxa	41	99.4	100	31545	30370
ERR3844682	ISEal1_IS3_IS3	41	82.59	101.5261044	35819	34561
ERR3844682	oqxa	41	99.4	100	31545	30370
ERR3844682	ISEc16_IS3_IS3	41	81.16	101.5273312	35819	34561
ERR3844682	oqxa	41	99.4	100	31545	30370
ERR3844682	ISEc17_IS3_IS3	41	82.54	100.63593	35819	34561
ERR3844682	oqxa	41	99.4	100	31545	30370
ERR3844682	ISPeat2_IS3_IS3	41	81.01	101.607717	35819	34561
ERR3844682	oqxa	41	99.4	100	31545	30370
ERR3844682	ISSty2_IS3_IS3	41	96.43	100.1588562	35819	34561
ERR3844692	oqxa	3	99.4	100	385226	384051
ERR3844692	IS1351_IS3_IS407	3	91.47	100	393199	394392
ERR3844692	oqxa	3	99.4	100	385226	384051
ERR3844692	ISEcl10_IS3_IS407	3	92.96	100	393199	394392
ERR3844694	oqxa	3	99.4	100	42126	43301
ERR3844694	IS1351_IS3_IS407	3	91.47	100	34153	32960
ERR3844694	oqxa	3	99.4	100	42126	43301
ERR3844694	ISEcl10_IS3_IS407	3	92.96	100	34153	32960
ERR3844698	oqxa	5	99.23	100	310030	308855
ERR3844698	IS5_IS5_IS5	5	99.5	100	313963	315157
ERR3844698	oqxa	5	99.23	100	310030	308855
ERR3844698	IS5B_IS5_IS5	5	98.34	100.08285	313963	315157
ERR3844698	oqxa	5	99.23	100	310030	308855
ERR3844698	IS5D_IS5_IS5	5	99.43	82.07326578	313963	315015
ERR3844698	oqxa	5	99.23	100	310030	308855
ERR3844698	ISEae2_IS3_IS2	5	82.48	97.2972973	317322	316031
ERR3844698	oqxa	5	99.23	100	310030	308855
ERR3844698	ISEcl1_IS3_IS2	5	98.35	100	317329	315994
ERR3844698	oqxa	5	99.23	100	310030	308855
ERR3844698	ISKpn26_IS5_IS5	5	91.58	100.2508361	313963	315157
ERR3844700	oqxa	5	99.23	100	19156	20331
ERR3844700	IS5_IS5_IS5	5	99.41	100	15223	14029
ERR3844700	oqxa	5	99.23	100	19156	20331
ERR3844700	IS5B_IS5_IS5	5	98.26	100.08285	15223	14029
ERR3844700	oqxa	5	99.23	100	19156	20331
ERR3844700	IS5D_IS5_IS5	5	99.34	82.07326578	15223	14171
ERR3844700	oqxa	5	99.23	100	19156	20331
ERR3844700	ISEae2_IS3_IS2	5	82.48	97.2972973	11864	13155
ERR3844700	oqxa	5	99.23	100	19156	20331
ERR3844700	ISEcl1_IS3_IS2	5	98.35	100	11857	13192
ERR3844700	oqxa	5	99.23	100	19156	20331
ERR3844700	ISKpn26_IS5_IS5	5	91.66	100.2508361	15223	14029
ERR3844711	oqxa	1	99.4	100	656760	655585
ERR3844711	IS1351_IS3_IS407	1	92.29	100	663445	662240
ERR3844711	oqxa	1	99.4	100	656760	655585
ERR3844711	ISEcl10_IS3_IS407	1	94.61	100	663445	662240
ERR3844721	oqxa	4	99.49	100	362674	361499
ERR3844721	IS1351_IS3_IS407	4	92.29	100	369359	368154
ERR3844721	oqxa	4	99.49	100	362674	361499
ERR3844721	ISEcl10_IS3_IS407	4	94.61	100	369359	368154
ERR3844723	oqxa	3	99.4	100	42109	43284
ERR3844723	IS1351_IS3_IS407	3	92.21	100	34136	32930
ERR3844723	oqxa	3	99.4	100	42109	43284
ERR3844723	ISEcl10_IS3_IS407	3	93.79	100	34136	32930
ERR3844727	oqxa	3	99.4	100	345152	343977
ERR3844727	ISEam1_IS3_IS51	3	91.1	97.72357724	351073	349873
ERR3844727	oqxa	3	99.4	100	345152	343977
ERR3844727	ISEc14_IS3_IS51	3	97.17	94.64988198	351073	349871
ERR3844727	oqxa	3	99.4	100	345152	343977
ERR3844727	ISEc15_IS3_IS51	3	80.96	100.3252033	351073	349844
ERR3844727	oqxa	3	99.4	100	345152	343977
ERR3844727	ISEc24_IS3_IS51	3	80.97	99.10569106	351059	349844
ERR3844744	oqxa	12	99.4	100	37001	38176
ERR3844744	ISEam1_IS3_IS51	12	91.1	97.72357724	31080	32280
ERR3844744	oqxa	12	99.4	100	37001	38176
ERR3844744	ISEc14_IS3_IS51	12	97.17	94.64988198	31080	32282
ERR3844744	oqxa	12	99.4	100	37001	38176
ERR3844744	ISEc15_IS3_IS51	12	80.96	100.3252033	31080	32309
ERR3844744	oqxa	12	99.4	100	37001	38176
ERR3844744	ISEc24_IS3_IS51	12	80.97	99.10569106	31094	32309
ERR3844748	oqxa	5	99.49	100	346081	344906
ERR3844748	IS1351_IS3_IS407	5	92.29	100	352766	351561
ERR3844748	oqxa	5	99.49	100	346081	344906
ERR3844748	ISEcl10_IS3_IS407	5	94.61	100	352766	351561
ERR3844749	oqxa	4	99.4	100	384854	383679
ERR3844749	IS1351_IS3_IS407	4	91.47	100	392827	394020
ERR3844749	oqxa	4	99.4	100	384854	383679
ERR3844749	ISEcl10_IS3_IS407	4	92.96	100	392827	394020
ERR3844763	oqxa	4	99.4	100	33179	34354
ERR3844763	ISEam1_IS3_IS51	4	91.1	97.72357724	27259	28459
ERR3844763	oqxa	4	99.4	100	33179	34354
ERR3844763	ISEc14_IS3_IS51	4	97.34	94.64988198	27259	28461
ERR3844763	oqxa	4	99.4	100	33179	34354
ERR3844763	ISEc15_IS3_IS51	4	80.96	100.3252033	27259	28488
ERR3844763	oqxa	4	99.4	100	33179	34354
ERR3844763	ISEc24_IS3_IS51	4	80.97	99.10569106	27273	28488
ERR3904539	oqxa	3	99.4	100	37001	38176
ERR3904539	ISEam1_IS3_IS51	3	91.1	97.72357724	31080	32280
ERR3904539	oqxa	3	99.4	100	37001	38176
ERR3904539	ISEc14_IS3_IS51	3	97.17	94.64988198	31080	32282
ERR3904539	oqxa	3	99.4	100	37001	38176
ERR3904539	ISEc15_IS3_IS51	3	80.96	100.3252033	31080	32309
ERR3904539	oqxa	3	99.4	100	37001	38176
ERR3904539	ISEc24_IS3_IS51	3	80.97	99.10569106	31094	32309
ERR3904543	oqxa	3	99.4	100	37001	38176
ERR3904543	ISEam1_IS3_IS51	3	91.1	97.72357724	31080	32280
ERR3904543	oqxa	3	99.4	100	37001	38176
ERR3904543	ISEc14_IS3_IS51	3	97.17	94.64988198	31080	32282
ERR3904543	oqxa	3	99.4	100	37001	38176
ERR3904543	ISEc15_IS3_IS51	3	80.96	100.3252033	31080	32309
ERR3904543	oqxa	3	99.4	100	37001	38176
ERR3904543	ISEc24_IS3_IS51	3	80.97	99.10569106	31094	32309
ERR3904573	oqxa	3	99.4	100	37001	38176
ERR3904573	ISEam1_IS3_IS51	3	91.1	97.72357724	31080	32280
ERR3904573	oqxa	3	99.4	100	37001	38176
ERR3904573	ISEc14_IS3_IS51	3	97.17	94.64988198	31080	32282
ERR3904573	oqxa	3	99.4	100	37001	38176
ERR3904573	ISEc15_IS3_IS51	3	80.96	100.3252033	31080	32309
ERR3904573	oqxa	3	99.4	100	37001	38176
ERR3904573	ISEc24_IS3_IS51	3	80.97	99.10569106	31094	32309
ERR3904575	oqxa	3	99.4	100	37001	38176
ERR3904575	ISEam1_IS3_IS51	3	91.1	97.72357724	31080	32280
ERR3904575	oqxa	3	99.4	100	37001	38176
ERR3904575	ISEc14_IS3_IS51	3	97.17	94.64988198	31080	32282
ERR3904575	oqxa	3	99.4	100	37001	38176
ERR3904575	ISEc15_IS3_IS51	3	80.96	100.3252033	31080	32309
ERR3904575	oqxa	3	99.4	100	37001	38176
ERR3904575	ISEc24_IS3_IS51	3	80.97	99.10569106	31094	32309
ERR3904577	oqxa	3	99.4	100	424864	423689
ERR3904577	ISEam1_IS3_IS51	3	91.1	97.72357724	430785	429585
ERR3904577	oqxa	3	99.4	100	424864	423689
ERR3904577	ISEc14_IS3_IS51	3	97.17	94.64988198	430785	429583
ERR3904577	oqxa	3	99.4	100	424864	423689
ERR3904577	ISEc15_IS3_IS51	3	80.96	100.3252033	430785	429556
ERR3904577	oqxa	3	99.4	100	424864	423689
ERR3904577	ISEc24_IS3_IS51	3	80.97	99.10569106	430771	429556
ERR3904581	oqxa	4	96.68	100	42358	43533
ERR3904581	IS1222_IS3_IS407	4	87.58	100.2457002	33865	35086
ERR3904581	oqxa	4	96.68	100	42358	43533
ERR3904581	ISEhe4_IS3_IS407	4	83.42	100.2457002	33865	35086
ERR3904581	oqxa	4	96.68	100	42358	43533
ERR3904581	ISKpn34_IS3_IS407	4	87.24	100.1638002	33865	35086
ERR3904581	oqxa	4	96.68	100	42358	43533
ERR3904581	ISRaq1_IS3_IS407	4	89.13	100.1638002	33865	35086
ERR3904581	oqxa	4	96.68	100	42358	43533
ERR3904581	ISSen4_IS3_IS407	4	89.69	100.0819001	33865	35086
ERR3904581	oqxa	4	96.68	100	42358	43533
