"Genome ID","Genome Name","Version","Kleborate version","strain","species","species_match","contig_count","N50","largest_contig","total_size","ambiguous_bases","QC_warnings","ST","virulence_score","resistance_score","num_resistance_classes","num_resistance_genes","Yersiniabactin","YbST","Colibactin","CbST","Aerobactin","AbST","Salmochelin","SmST","RmpADC","RmST","rmpA2","wzi","K_locus","K_type","K_locus_problems","K_locus_confidence","K_locus_identity","K_locus_missing_genes","O_locus","O_type","O_locus_problems","O_locus_confidence","O_locus_identity","O_locus_missing_genes","AGly_acquired","Col_acquired","Fcyn_acquired","Flq_acquired","Gly_acquired","MLS_acquired","Phe_acquired","Rif_acquired","Sul_acquired","Tet_acquired","Tgc_acquired","Tmt_acquired","Bla_acquired","Bla_inhR_acquired","Bla_ESBL_acquired","Bla_ESBL_inhR_acquired","Bla_Carb_acquired","Bla_chr","SHV_mutations","Omp_mutations","Col_mutations","Flq_mutations","truncated_resistance_hits","spurious_resistance_hits","Chr_ST","gapA","infB","mdh","pgi","phoE","rpoB","tonB","ybtS","ybtX","ybtQ","ybtP","ybtA","irp2","irp1","ybtU","ybtT","ybtE","fyuA","clbA","clbB","clbC","clbD","clbE","clbF","clbG","clbH","clbI","clbL","clbM","clbN","clbO","clbP","clbQ","iucA","iucB","iucC","iucD","iutA","iroB","iroC","iroD","iroN","rmpA","rmpD","rmpC","spurious_virulence_hits"
"65c34c3a44ae857c7f2badca","SAMN34382070","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. similipneumoniae","strong","98","220671","600749","5725254","yes (406)","ambiguous_bases","ST356","0","0","0","0","-","0","-","0","-","0","-","0","-","0","-","wzi437","KL121","unknown (KL121)","-","High","97.34%","KL121_20_wcsO","O5","O5","none","High","94.93%","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","OKP-B-19*?","-","-","-","-","-","-","ST356","18","22","55","16","31","20","51","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"65c34c3a44ae8536132badcb","SAMN34384741","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. similipneumoniae","strong","123","176229","527667","5466537","yes (411)","ambiguous_bases","ST1795","0","0","0","0","-","0","-","0","-","0","-","0","-","0","-","wzi225","KL56","K56","?-*","Good","96.70%","KL56_18_rmlA","O12","O12","?-","Good","93.86%","O12_02_rfbA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","OKP-B-3","-","-","-","-","-","-","ST1795","18","22","18","63","171","13","179","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"65c34c3944ae8512b42bad08","SAMN32011617","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. quasipneumoniae","strong","94","181731","299943","5438608","yes (602)","ambiguous_bases","ST3895","0","2","2","2","-","0","-","0","-","0","-","0","-","0","-","-","unknown (KL34)","unknown (K34)","?-*","None","95.93%","KL34_13_wzy,KL34_14_wclL,KL34_15","O3/O3a","O3/O3a","none","Very high","96.00%","","-","-","-","-","-","-","-","-","-","-","-","-","TEM-1D.v1^","-","-","-","KPC-3","OKP-A-3*","-","-","-","-","-","-","ST3895","17","19","39","263","406","18","197","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"65c34c3944ae856f952bab66","SAMEA114236667","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. similipneumoniae","strong","49","339026","876181","5563305","no","-","ST1924-1LV","0","2","2","2","-","0","-","0","-","0","-","0","-","0","-","wzi451","KL145","unknown (KL145)","-+*","Good","93.88%","KL145_02_cpsACP,KL145_11_wckF","OL103","unknown (OL103)","*","High","94.57%","","-","-","-","qnrD1","-","-","-","-","-","-","-","-","-","-","-","-","OXA-48","OKP-B-6^","-","OmpK35-38%","-","-","-","-","ST1924-1LV","18","23","26","22","11","41","313","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"65c34c3944ae8571e02bab69","SAMEA114236677","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. similipneumoniae","strong","97","327710","569125","5674522","yes (98)","ambiguous_bases","ST1924-1LV","0","2","2","2","-","0","-","0","-","0","-","0","-","0","-","wzi451","KL145","unknown (KL145)","-+*","Good","93.88%","KL145_02_cpsACP,KL145_11_wckF","OL103","unknown (OL103)","*","High","94.57%","","-","-","-","qnrD1","-","-","-","-","-","-","-","-","-","-","-","-","OXA-48","OKP-B-6^","-","OmpK35-38%","-","-","-","-","ST1924-1LV","18","23","26","22","11","41","313","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"65c34c3944ae859eb32bab71","SAMEA111267058","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. quasipneumoniae","strong","79","326954","849301","5483194","yes (686)","ambiguous_bases","ST1040","0","1","4","4","-","0","-","0","-","0","-","0","-","0","-","-","KL143","unknown (KL143)","?-*","Good","95.87%","KL143_19_manC","O3/O3a","O3/O3a","?-","Good","96.01%","O3/O3a_01_manC","-","-","-","qnrB1.v1","-","-","-","-","sul1","-","-","dfrA15.v2","-","-","SHV-12","-","-","OKP-A-5*","238S;240K;35Q","OmpK35-0%","-","-","-","-","ST1040","69","19","90","20","125","18","148","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"65c34c3944ae8539392bab7d","SAMEA111266972","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. quasipneumoniae","strong","458","37512","128473","5533939","yes (877)","ambiguous_bases","ST526-1LV","0","1","6","9","-","0","-","0","-","0","-","0","-","0","-","-","KL74","K74","?","Good","98.93%","","OL104","unknown (OL104)","?*","Good","92.54%","","aac(3)-IIa.v1;aac(6')-Ib-cr.v2;strA.v1^;strB.v1","-","-","qnrS1","-","-","-","-","sul2","tet(A).v1","-","-","TEM-1D.v1^","-","CTX-M-15","-","-","OKP-A-11^","-","OmpK35-0%","-","-","-","-","ST526-1LV","38","1","53","58","73","21","130","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"65c34c3944ae857c752bab84","SAMEA111266994","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. similipneumoniae","strong","43","576807","1449902","5456311","no","-","ST1473","0","1","7","7","-","0","-","0","-","0","-","0","-","0","-","-","unknown (KL68)","unknown (K68)","?-+*","None","78.49%","KL68_02_cpsACP,KL68_09_wclV,KL68_10_wckX,KL68_11_wckW,KL68_16_wcuC","O4","O4","none","Very high","99.67%","","aac(3)-IId^","-","-","qnrS1","-","-","-","-","sul1","tet(A).v1","-","dfrA1.v1","LAP-2","-","CTX-M-14","-","-","OKP-B-7*","-","-","-","-","-","-","ST1473","18","22","131","61","25","38","231","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"65c34c3944ae85046c2bab9d","SAMEA111268138","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. similipneumoniae","strong","66","470226","1006697","5692387","yes (97)","ambiguous_bases","ST1304","0","1","10","11","-","0","-","0","-","0","-","0","-","0","-","-","unknown (KL58)","unknown (K58)","?-+*","Low","94.66%","KL58_20_manC,KL58_21_manB","O5","O5","?-","Good","94.72%","O5_01_manC,O5_02_manB","aac(3)-IId^","mcr-3.5","-","qnrS1","-","ermB.v1*;mphA","catII.2*","-","sul2","tet(A).v1","-","dfrA14.v2*","LAP-2","-","CTX-M-55","-","-","OKP-B-8^","-","-","-","-","-","-","ST1304","18","15","26","108","32","37","51","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"65c34c3944ae85601e2babb3","SAMEA114492523","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. quasipneumoniae","strong","93","188506","569090","5409201","yes (695)","ambiguous_bases","ST3858","0","0","3","3","-","0","-","0","-","0","-","0","-","0","-","-","KL166","unknown (KL166)","?*","Good","96.72%","","O3/O3a","O3/O3a","?","Good","96.05%","","-","-","-","-","-","-","catII.2*","-","sul2","tet(D)","-","-","-","-","-","-","-","OKP-A-11^","-","OmpK35-0%","-","-","-","-","ST3858","38","19","53","58","73","21","185","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"65c34c3944ae8565e02babce","SAMEA114492488","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. similipneumoniae","strong","83","414737","813473","5477506","yes (200)","ambiguous_bases","ST1308","0","0","2","2","-","0","-","0","-","0","-","0","-","0","-","wzi198","KL127","unknown (KL127)","?-*","Good","96.29%","KL127_07_wbaP,KL127_13,KL127_18_rmlC","OL103","unknown (OL103)","?-","Good","98.90%","OL103_01_rmlC,OL103_04_hydrolase","-","-","-","qnrS1","-","-","-","-","-","-","-","-","TEM-1D.v1^","-","-","-","-","OKP-B-6^","-","-","-","-","-","-","ST1308","48","22","18","59","92","13","51","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"65c34c3944ae8505c62baa51","SAMEA113935248","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. quasipneumoniae","strong","94","204807","1146784","5865144","yes (702)","ambiguous_bases","ST3520","0","2","3","3","-","0","-","0","-","0","-","0","-","0","-","-","KL158","unknown (KL158)","?*","Good","91.46%","","O5","O5","none","High","94.64%","","-","-","-","qnrS1","-","-","-","-","-","-","-","-","-","-","SHV-12*","-","OXA-48","OKP-A-11*?","238S;240K;35Q","-","-","-","-","-","ST3520","17","19","39","20","371","18","162","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"65c34c3944ae855bc02baa81","SAMEA114094076","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. similipneumoniae","strong","249","36711","150989","5201818","yes (239)","ambiguous_bases","ST816-2LV","3","0","0","0","-","0","-","0","iuc 1","1","iro 1","1-1LV","-","0","-","-","unknown (KL1)","unknown (K1)","?-*","None","93.79%","KL1_07_wzx,KL1_08_wclY,KL1_09_wzy,KL1_18_manC","O5","O5","?-","Good","94.79%","O5_01_manC","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","OKP-B-1^","-","-","-","-","-","-","ST816-2LV","18","22","18","22","11","20","51*","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","1","1","1","1","1","1","1","1*","-","-","-","rmpC_18*-0%"
"65c34c3944ae85038d2baabb","SAMEA114111017","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. similipneumoniae","strong","88","315634","667973","5491971","yes (1770)","ambiguous_bases","ST334","0","2","6","8","-","0","-","0","-","0","-","0","-","0","-","wzi337","KL103","unknown (KL103)","*","Very high","96.09%","","O5","O5","*","High","94.67%","","aac(3)-IId^;strA.v1^;strB.v1*","-","-","qnrB1.v1","-","-","-","-","sul2","-","-","dfrA14.v2*","-","-","CTX-M-15","-","NDM-1","OKP-B-17?","-","-","-","-","-","TEM-105?-0%;TEM-168?-55%","ST334","18","22","18","22","25","37","51","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"65c34c3944ae857b042baabd","SAMEA114111020","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. similipneumoniae","strong","85","501899","756811","5458455","yes (395)","ambiguous_bases","ST334","0","2","6","8","-","0","-","0","-","0","-","0","-","0","-","wzi337","KL103","unknown (KL103)","*","Very high","96.09%","","O5","O5","*","High","94.67%","","aac(3)-IId^;strA.v1^;strB.v1*","-","-","qnrB1.v1","-","-","-","-","sul2","-","-","dfrA14.v2*","-","-","CTX-M-15","-","NDM-1","OKP-B-17?","-","-","-","-","-","TEM-105?-0%;TEM-122?-46%","ST334","18","22","18","22","25","37","51","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"65c34c3944ae85aa982baabe","SAMEA114111021","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. similipneumoniae","strong","82","502173","756811","5457726","yes (497)","ambiguous_bases","ST334","0","2","6","8","-","0","-","0","-","0","-","0","-","0","-","wzi337","KL103","unknown (KL103)","*","Very high","96.09%","","O5","O5","*","High","94.67%","","aac(3)-IId^;strA.v1^;strB.v1*","-","-","qnrB1.v1","-","-","-","-","sul2","-","-","dfrA14.v2*","-","-","CTX-M-15","-","NDM-1","OKP-B-17?","-","-","-","-","-","TEM-105?-0%;TEM-168?-58%","ST334","18","22","18","22","25","37","51","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"65c34c3944ae8545a92ba8e2","SAMEA10302484","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. quasipneumoniae","strong","111","169923","365325","5355191","yes (298)","ambiguous_bases","ST526","0","1","8","8","-","0","-","0","-","0","-","0","-","0","-","-","KL74","K74","?-+","Good","98.93%","KL74_06_wzc","OL104","unknown (OL104)","?*","Good","92.54%","","strB.v1","-","-","qnrS1","-","-","catA1^","-","sul2","tet(A).v1","-","dfrA14.v2*","TEM-1D.v1^","-","CTX-M-15","-","-","OKP-A-11^","-","OmpK35-0%","-","-","-","strA.v1?-0%","ST526","38","19","53","58","73","21","130","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"65c34c3944ae85eaeb2ba8f1","SAMEA10302536","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. quasipneumoniae","strong","109","169923","370011","5355506","yes (792)","ambiguous_bases","ST526","0","1","8","8","-","0","-","0","-","0","-","0","-","0","-","-","KL74","K74","?","Good","98.93%","","OL104","unknown (OL104)","?*","Good","92.54%","","strB.v1","-","-","qnrS1","-","-","catA1^","-","sul2","tet(A).v1","-","dfrA14.v2*","TEM-1D.v1^","-","CTX-M-15","-","-","OKP-A-11^","-","OmpK35-0%","-","-","-","strA.v1?-0%","ST526","38","19","53","58","73","21","130","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"65c34c3944ae85f1582ba8f2","SAMEA10302507","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. quasipneumoniae","strong","108","162776","370011","5351708","yes (583)","ambiguous_bases","ST526","0","1","8","8","-","0","-","0","-","0","-","0","-","0","-","-","KL74","K74","?","Good","98.93%","","OL104","unknown (OL104)","?*","Good","92.54%","","strB.v1","-","-","qnrS1","-","-","catA1^","-","sul2","tet(A).v1","-","dfrA14.v2*","TEM-1D.v1^","-","CTX-M-15","-","-","OKP-A-11^","-","OmpK35-0%","-","-","-","strA.v1?-0%","ST526","38","19","53","58","73","21","130","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"65c34c3944ae857ed72ba928","SAMEA10303094","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. similipneumoniae","strong","55","346245","1663495","5331545","yes (297)","ambiguous_bases","ST2143","0","1","6","7","-","0","-","0","-","0","-","0","-","0","-","wzi400","KL183","unknown (KL183)","none","Very high","96.46%","","OL101","unknown (OL101)","-","Good","98.87%","OL101_09_glycosylhydrolase","strA.v1^;strB.v1","-","-","qnrS1","-","-","-","-","sul2","-","-","dfrA14.v2*","TEM-1D.v1^","-","CTX-M-15","-","-","OKP-B-3*","-","-","-","-","-","-","ST2143","18","22","18","16","11","13","179","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"65c34c3944ae852f272ba95d","SAMEA10302412","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. similipneumoniae","strong","64","472040","787253","5524203","yes (394)","ambiguous_bases","ST2478","0","1","7","7","-","0","-","0","-","0","-","0","-","0","-","wzi436","KL28","K28","?-*","Good","91.22%","KL28_17_manC","O3/O3a","O3/O3a","?-","Good","96.10%","O3/O3a_01_manC","strB.v1","-","-","qnrS1","-","-","catII.2*","-","sul2","-","-","dfrA14.v2*","TEM-1D.v1^","-","CTX-M-15","-","-","OKP-B-5^","-","-","-","-","-","strA.v1?-0%","ST2478","18","15","26","61","32","20","312","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"65c34c3944ae85555c2ba93c","SAMEA10634139","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. similipneumoniae","strong","96","223244","478699","5261745","yes (582)","ambiguous_bases","ST2352","0","1","9","13","-","0","-","0","-","0","-","0","-","0","-","wzi231","KL170","unknown (KL170)","?-+","Good","99.97%","KL170_17","O3/O3a","O3/O3a","none","Very high","95.93%","","aadA5;aph3-Ia.v1^;strA.v1^;strB.v1","-","-","qnrS1","-","mphA","catII.2*","-","sul1;sul2","tet(A).v1","-","dfrA17","TEM-1D.v1^","-","CTX-M-15","-","-","OKP-B-3","-","-","-","-","-","-","ST2352","18","22","25","63","171","13","179","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"65c34c3944ae8585632ba96a","SAMEA10302176","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. similipneumoniae","strong","119","206575","279550","5182766","yes (295)","ambiguous_bases","ST367","0","1","7","7","-","0","-","0","-","0","-","0","-","0","-","wzi393","unknown (KL31)","unknown (K31)","?-*","None","91.41%","KL31_13_wctH,KL31_14_wctI,KL31_15_wzx,KL31_16_wcuJ,KL31_18_manC","O5","O5","?-","Good","99.47%","O5_01_manC,O5_05_wbdD","strB.v1","-","-","qnrS1","-","-","-","-","sul2","tet(A).v1","-","dfrA14.v2","TEM-1D.v1^","-","CTX-M-3","-","-","OKP-B-9*","-","-","-","-","-","strA.v1*?-66%","ST367","18","15","26","16","11","13","106","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"65c34c3944ae85c9182ba970","SAMEA10634125","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. quasipneumoniae","strong","43","513872","1751657","5606680","yes (791)","ambiguous_bases","ST571","0","1","8","9","-","0","-","0","-","0","-","0","-","0","-","wzi461","KL31","K31","?-*","Good","90.21%","KL31_18_manC","O3/O3a","O3/O3a","?-","Good","96.04%","O3/O3a_01_manC","aadA2","-","-","qnrS1","-","-","catII.2*","-","sul1;sul2","tet(D)^","-","dfrA16.v2","TEM-1D.v1^","-","CTX-M-15","-","-","OKP-A-3*","-","-","-","-","-","-","ST571","17","19","79","20","108","55","142","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"65c34c3944ae85e0772ba8d1","SAMEA10302808","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. similipneumoniae","strong","79","265954","369026","5385501","yes (391)","ambiguous_bases","ST4417-1LV","0","1","4","6","-","0","-","0","-","0","-","0","-","0","-","wzi290","KL151","unknown (KL151)","?-*","Good","96.94%","KL151_19_rmlD,KL151_20_rmlC","OL103","unknown (OL103)","?","Good","98.61%","","strA.v1;strB.v1","-","-","-","-","-","-","-","sul1","-","-","dfrA14.v2*;dfrA15.v2","-","-","SHV-2A^","-","-","OKP-B-5^","238S;35Q","-","-","-","-","-","ST4417-1LV","18","22","18","16","453","20","672","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"65c34c3944ae852d8b2ba8d2","SAMEA10302655","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. similipneumoniae","strong","54","315819","617345","5332644","yes (295)","ambiguous_bases","ST2143","0","1","6","7","-","0","-","0","-","0","-","0","-","0","-","wzi400","KL183","unknown (KL183)","none","Very high","96.46%","","OL101","unknown (OL101)","-","Good","98.87%","OL101_09_glycosylhydrolase","strA.v1^;strB.v1","-","-","qnrS1","-","-","-","-","sul2","-","-","dfrA14.v2*","TEM-1D.v1^","-","CTX-M-15","-","-","OKP-B-3*","-","-","-","-","-","-","ST2143","18","22","18","16","11","13","179","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"65c34c3944ae85c6092ba8df","SAMEA10302647","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. quasipneumoniae","strong","101","176665","370011","5440329","yes (882)","ambiguous_bases","ST526","0","1","7","7","-","0","-","0","-","0","-","0","-","0","-","-","KL74","K74","?","Good","98.93%","","OL104","unknown (OL104)","?*","Good","92.54%","","strB.v1","-","-","qnrS1","-","-","catA1^","-","sul2","-","-","dfrA14.v2*","TEM-1D.v1^","-","CTX-M-15","-","-","OKP-A-11^","-","OmpK35-0%","-","-","-","strA.v1?-0%","ST526","38","19","53","58","73","21","130","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"65c229035fef0dba73802644","SAMN25041661","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. similipneumoniae","strong","107","152505","463097","5375869","yes (353)","ambiguous_bases","ST367","0","0","0","0","-","0","-","0","-","0","-","0","-","0","-","wzi114","unknown (KL8)","unknown (K8)","?-*","None","98.57%","KL8_09_wcsH,KL8_11_wcsJ,KL8_12_wcsK,KL8_13_wcsL,KL8_14_wcsM,KL8_15_wzx","O3b","O3b","none","Very high","98.93%","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","OKP-B-9*","-","-","-","-","-","-","ST367","18","15","26","16","11","13","106","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"65c229035fef0dea06802645","SAMN25041654","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. quasipneumoniae","strong","111","155198","477890","5324554","yes (847)","ambiguous_bases","ST526","0","0","2","4","-","0","-","0","-","0","-","0","-","0","-","-","unknown (KL176)","unknown (KL176)","?-","None","99.75%","KL176_10,KL176_11_wzy,KL176_12,KL176_13","OL102","unknown (OL102)","-*","Good","79.65%","OL102_05_wbbL,OL102_06_rhamnan","strA.v1;strB.v1","-","-","-","-","-","-","-","-","tet(B).v2*;tetR","-","-","-","-","-","-","-","OKP-A-11^","-","OmpK35-0%","-","-","-","-","ST526","38","19","53","58","73","21","130","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"65c229035fef0d2965802647","SAMN25041650","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. quasipneumoniae","strong","99","155128","325065","5350802","yes (501)","ambiguous_bases","ST5682","0","0","0","0","-","0","-","0","-","0","-","0","-","0","-","-","KL81","K81","?-*","Good","93.56%","KL81_09_wzy,KL81_11_wcuM","OL101","unknown (OL101)","?-","Good","94.83%","OL101_09_glycosylhydrolase","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","OKP-A-3*","-","OmpK35-0%","-","-","-","-","ST5682","304","19","431","39","560","21","162","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"65c229035fef0d9bd9802649","SAMN25041720","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. similipneumoniae","strong","79","192677","435618","5423783","yes (316)","ambiguous_bases","ST1224","0","0","0","0","-","0","-","0","-","0","-","0","-","0","-","wzi60","unknown (KL60)","unknown (K60)","?-+","None","97.29%","KL60_07_wzy,KL60_08_wcqW,KL60_16,KL60_18_manC","O5","O5","?-*","Good","94.08%","O5_01_manC","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","OKP-B-2*","-","-","-","-","-","-","ST1224","18","67","26","63","142","38","169","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"65c229035fef0d612d80264c","SAMN25041679","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. quasipneumoniae","strong","58","259484","695921","5328967","yes (853)","ambiguous_bases","ST5687","0","0","0","0","-","0","-","0","-","0","-","0","-","0","-","-","KL6","K6","?*","Good","95.18%","","O1/O2v1","O2a","*","High","93.74%","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","OKP-A-11*?","-","-","-","-","-","fosA7*?-0%","ST5687","17","55","127","20","30","21","52","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"65c229035fef0d5b9180264d","SAMN25041674","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. similipneumoniae","strong","74","223666","697403","5402899","yes (50)","ambiguous_bases","ST5686","0","0","0","0","-","0","-","0","-","0","-","0","-","0","-","-","unknown (KL113)","unknown (KL113)","?-+*","None","86.69%","KL113_05_wzb,KL113_06_wzc,KL113_07_wzx,KL113_08,KL113_09,KL113_10,KL113_11_wcoS,KL113_19_manB","O5","O5","?-*","Good","94.22%","O5_02_manB","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","OKP-B-8*","-","-","-","-","-","-","ST5686","18","23","26","61","429","38","169","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"65c229035fef0dfe3880264e","SAMN25041575","v2.3.3","v2.3.0","","Klebsiella quasipneumoniae subsp. similipneumoniae","strong","78","148507","487456","5323998","no","-","ST1504","0","0","0","0","-","0","-","0","-","0","-","0","-","0","-","-","KL125","unknown (KL125)","?-*","Good","90.55%","KL125_15","O5","O5","*","High","94.05%","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","OKP-B-6*?","-","-","-","-","-","-","ST1504","42","23","135","110","193","38","249","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
